,Unnamed: 0,Unnamed: 0.1,ID,Source,DriftRateMax,Nevent,FreqMid,DriftBW,DriftRates,Freqs,FileID,SNR,HitCategory,PngFile
0,0,0,0,HIP63894,0.009853,1,1527.4072529999999,0.0005,[0.009853],[1527.407253],spliced_blc02030405_2bit_guppi_57404_46879_HIP63894_0003.gpuspec.0000.h5,[18.413417],Hits in off,HIP63894_0.png
1,1,1,1,HIP3092,0.009566,1,1556.17138,0.0005,[-0.009566],[1556.17138],spliced_blc0001020304050607_guppi_57557_47744_HIP3092_0005.gpuspec.0000.h5,[160.758627],Hits in off,HIP3092_1.png
2,2,2,2,HIP3092,0.009566,1,1547.738708,0.0005,[-0.009566],[1547.738708],spliced_blc0001020304050607_guppi_57579_50822_Hip3092_0033.gpuspec.0000.h5,[28.005379],Hits in off,HIP3092_2.png
3,3,3,3,HIP3093,0.009566,1,1552.088804,0.0005,[-0.009566],[1552.088804],spliced_blc0001020304050607_guppi_57557_49866_HIP3093_0011.gpuspec.0000.h5,[10.240629],Hits in off,HIP3093_3.png
4,4,4,4,HIP3093,0.0,1,1555.9910320000001,0.0005,[-0.],[1555.991032],spliced_blc0001020304050607_guppi_57557_49866_HIP3093_0011.gpuspec.0000.h5,[32.479078],Hits in off,HIP3093_4.png
5,5,5,5,HIP3418,0.009566,1,1554.3832710000001,0.0005,[-0.009566],[1554.383271],spliced_blc0001020304050607_guppi_57557_51962_HIP3418_0017.gpuspec.0000.h5,[10.180084],Hits in off,HIP3418_5.png
6,6,6,6,HIP15457,0.009566,1,1694.415366,0.0005,[-0.009566],[1694.415366],spliced_blc0001020304050607_guppi_57557_56264_HIP15457_0029.gpuspec.0000.h5,[135.311896],Hits in off,HIP15457_6.png
7,7,7,7,HIP32769,0.029559,1,1681.487236,0.0005,[0.029559],[1681.487236],spliced_blc02030405_2bit_guppi_57403_HIP32769_0018.gpuspec.0000.h5,[28.624355],Plotting issue,HIP32769_7.png
8,8,8,8,HIP72875,0.009566,1,1449.797982,0.0005,[-0.009566],[1449.797982],spliced_blc0001020304050607_guppi_57570_16199_HIP72875_0008.gpuspec.0000.h5,[14.269077],Hits in off,HIP72875_8.png
9,9,9,9,HIP72875,0.009566,1,1551.0754259999999,0.0005,[0.009566],[1551.075426],spliced_blc0001020304050607_guppi_57570_16199_HIP72875_0008.gpuspec.0000.h5,[14.22812],Hits in off,HIP72875_9.png
10,10,10,10,HIP72875,0.038266,1,1554.962603,0.0005,[-0.038266],[1554.962603],spliced_blc0001020304050607_guppi_57570_16199_HIP72875_0008.gpuspec.0000.h5,[20.720718],Hits in off,HIP72875_10.png
11,11,11,11,HIP72875,0.019133,1,1681.4367690000001,0.0005,[0.019133],[1681.436769],spliced_blc0001020304050607_guppi_57570_16199_HIP72875_0008.gpuspec.0000.h5,[37.051144],Hits in off,HIP72875_11.png
12,12,12,12,HIP92161,0.009566,1,1526.425056,0.0005,[0.009566],[1526.425056],spliced_blc0001020304050607_guppi_57570_18433_HIP92161_0014.gpuspec.0000.h5,[61.219315],Hits in off,HIP92161_12.png
13,13,13,13,HIP92161,0.009566,1,1526.5543810000001,0.0005,[0.009566],[1526.554381],spliced_blc0001020304050607_guppi_57570_18433_HIP92161_0014.gpuspec.0000.h5,[110.613402],Hits in off,HIP92161_13.png
14,14,14,14,HIP38325,0.009566,1,1556.759178,0.0005,[-0.009566],[1556.759178],spliced_blc0001020304050607_guppi_57556_73737_HIP38325_0007.gpuspec.0000.h5,[10.469365],Hits in off,HIP38325_14.png
15,15,15,15,HIP38325,0.009566,1,1556.446678,0.0005,[-0.009566],[1556.446678],spliced_blc0001020304050607_guppi_57556_73737_HIP38325_0007.gpuspec.0000.h5,[16.310035],Hits in off,HIP38325_15.png
16,16,16,16,HIP38325,0.009566,1,1552.330954,0.0005,[-0.009566],[1552.330954],spliced_blc0001020304050607_guppi_57556_73737_HIP38325_0007.gpuspec.0000.h5,[19.975051],Hits in off,HIP38325_16.png
17,17,17,17,HIP34115,0.009566,1,1533.861405,0.0005,[-0.009566],[1533.861405],spliced_blc0001020304050607_guppi_57556_62857_HIP34115_0009.gpuspec.0000.h5,[28.518902],Hits in off,HIP34115_17.png
18,18,18,18,HIP34115,0.009566,1,1550.9585769999999,0.0005,[-0.009566],[1550.958577],spliced_blc0001020304050607_guppi_57571_66683_HIP34115_0009.gpuspec.0000.h5,[11.043681],Hits in off,HIP34115_18.png
19,19,19,19,HIP34115,0.009566,1,1551.0901720000006,0.0005,[-0.009566],[1551.090172],spliced_blc0001020304050607_guppi_57571_66683_HIP34115_0009.gpuspec.0000.h5,[16.446958],Hits in off,HIP34115_19.png
20,20,20,20,HIP34115,0.009566,1,1552.209316,0.0005,[-0.009566],[1552.209316],spliced_blc0001020304050607_guppi_57571_66683_HIP34115_0009.gpuspec.0000.h5,[14.771657],Hits in off,HIP34115_20.png
21,21,21,21,HIP34115,0.009566,1,1527.38477,0.0005,[-0.009566],[1527.38477],spliced_blc0001020304050607_guppi_57573_62380_HIP34115_0007.gpuspec.0000.h5,[14.679072],Hits in off,HIP34115_21.png
22,22,22,22,HIP34115,0.009566,1,1535.3463800000006,0.0005,[-0.009566],[1535.34638],spliced_blc0001020304050607_guppi_57573_62380_HIP34115_0007.gpuspec.0000.h5,[41.445689],Hits in off,HIP34115_22.png
23,23,23,23,HIP35136,0.009566,1,1526.7463710000006,0.0005,[-0.009566],[1526.746371],spliced_blc0001020304050607_guppi_57556_66882_HIP35136_0002.gpuspec.0000.h5,[11.076481],Hits in off,HIP35136_23.png
24,24,24,24,HIP92161,0.009566,1,1526.7639980000001,0.0005,[0.009566],[1526.763998],spliced_blc0001020304050607_guppi_57570_18433_HIP92161_0014.gpuspec.0000.h5,[23.318215],Hits in off,HIP92161_24.png
25,25,25,25,HIP35136,0.009566,1,1548.660505,0.0005,[-0.009566],[1548.660505],spliced_blc0001020304050607_guppi_57571_68756_HIP35136_0015.gpuspec.0000.h5,[13.365043],Hits in off,HIP35136_25.png
26,26,26,26,HIP35643,0.009566,1,1530.918759,0.0005,[-0.009566],[1530.918759],spliced_blc0001020304050607_guppi_57556_68966_HIP35643_0008.gpuspec.0000.h5,[17.313906],Hits in off,HIP35643_26.png
27,27,27,27,HIP35643,0.009566,1,1554.4919619999994,0.0005,[-0.009566],[1554.491962],spliced_blc0001020304050607_guppi_57556_68966_HIP35643_0008.gpuspec.0000.h5,[279.794605],Hits in off,HIP35643_27.png
28,28,28,28,HIP35643,0.009566,1,1556.170441,0.0005,[-0.009566],[1556.170441],spliced_blc0001020304050607_guppi_57556_68966_HIP35643_0008.gpuspec.0000.h5,[171.723635],Hits in off,HIP35643_28.png
29,29,29,29,HIP38325,0.009566,1,1527.416443,0.0005,[-0.009566],[1527.416443],spliced_blc0001020304050607_guppi_57556_73737_HIP38325_0007.gpuspec.0000.h5,[10.790872],Hits in off,HIP38325_29.png
30,30,30,30,HIP38325,0.009566,1,1530.719848,0.0005,[-0.009566],[1530.719848],spliced_blc0001020304050607_guppi_57556_73737_HIP38325_0007.gpuspec.0000.h5,[11.797604],Hits in off,HIP38325_30.png
31,31,31,31,HIP38325,0.0,1,1550.9901539999994,0.0005,[-0.],[1550.990154],spliced_blc0001020304050607_guppi_57556_73737_HIP38325_0007.gpuspec.0000.h5,[17.573406],Hits in off,HIP38325_31.png
32,32,32,32,HIP38325,0.0,1,1551.0228240000001,0.0005,[-0.],[1551.022824],spliced_blc0001020304050607_guppi_57556_73737_HIP38325_0007.gpuspec.0000.h5,[23.011337],Hits in off,HIP38325_32.png
33,33,33,33,HIP35643,0.009566,1,1527.437875,0.0005,[-0.009566],[1527.437875],spliced_blc0001020304050607_guppi_57556_68966_HIP35643_0008.gpuspec.0000.h5,[11.396207],Hits in off,HIP35643_33.png
34,34,34,34,HIP92161,0.009566,1,1527.2359800000006,0.0005,[0.009566],[1527.23598],spliced_blc0001020304050607_guppi_57570_18433_HIP92161_0014.gpuspec.0000.h5,[17.119745],Hits in off,HIP92161_34.png
35,35,35,35,HIP92161,0.009566,1,1535.1364449999999,0.0005,[0.009566],[1535.136445],spliced_blc0001020304050607_guppi_58064_81122_HIP92161_0055.gpuspec.0000.h5,[33.878934],Hits in off,HIP92161_35.png
36,36,36,36,HIP92161,0.009566,1,1552.7684769999994,0.0005,[0.009566],[1552.768477],spliced_blc0001020304050607_guppi_58064_81122_HIP92161_0055.gpuspec.0000.h5,[53.118638],Hits in off,HIP92161_36.png
37,37,37,37,HIP101027,0.009566,1,1556.44164,0.0005,[0.009566],[1556.44164],spliced_blc0001020304050607_guppi_57574_24973_HIP101027_0009.gpuspec.0000.h5,[56.987837],Plotting issue,HIP101027_37.png
38,38,38,38,HIP101027,0.009566,1,1557.361241,0.0005,[0.009566],[1557.361241],spliced_blc0001020304050607_guppi_57574_24973_HIP101027_0009.gpuspec.0000.h5,[300.309709],Hits in off,HIP101027_38.png
39,39,39,39,HIP101027,0.009566,1,1548.645342,0.0005,[0.009566],[1548.645342],spliced_blc0001020304050607_guppi_57580_21293_Hip101027_0009.gpuspec.0000.h5,[16.798063],Hits in off,HIP101027_39.png
40,40,40,40,HIP103039,0.0,1,1557.25549,0.0005,[-0.],[1557.25549],spliced_blc0001020304050607_guppi_57574_27007_HIP103039_0015.gpuspec.0000.h5,[68.93972],Hits in off,HIP103039_40.png
41,41,41,41,HIP101027,0.009566,1,1556.0314720000001,0.0005,[0.009566],[1556.031472],spliced_blc0001020304050607_guppi_57574_24973_HIP101027_0009.gpuspec.0000.h5,[42.278667],Plotting issue,HIP101027_41.png
42,42,42,42,HIP103039,0.009566,1,1559.246035,0.0005,[-0.009566],[1559.246035],spliced_blc0001020304050607_guppi_57574_27007_HIP103039_0015.gpuspec.0000.h5,[27.164005],Hits in off,HIP103039_42.png
43,43,43,43,HIP103039,0.009566,1,1548.668954,0.0005,[0.009566],[1548.668954],spliced_blc0001020304050607_guppi_57580_23329_Hip103039_0015.gpuspec.0000.h5,[38.978635],Hits in off,HIP103039_43.png
44,44,44,44,HIP103039,0.009566,1,1681.5340989999993,0.0005,[-0.009566],[1681.534099],spliced_blc0001020304050607_guppi_57580_23329_Hip103039_0015.gpuspec.0000.h5,[65.670467],Hits in off,HIP103039_44.png
45,45,45,45,HIP104019,0.009566,1,1559.537239,0.0005,[-0.009566],[1559.537239],spliced_blc0001020304050607_guppi_57574_29034_HIP104019_0021.gpuspec.0000.h5,[37.016452],Hits in off,HIP104019_45.png
46,46,46,46,HIP104019,0.009566,1,1530.819409,0.0005,[0.009566],[1530.819409],spliced_blc0001020304050607_guppi_57580_25356_Hip104019_0021.gpuspec.0000.h5,[20.839596],Hits in off,HIP104019_46.png
47,47,47,47,HIP104092,0.009566,1,1526.7563699999994,0.0005,[0.009566],[1526.75637],spliced_blc0001020304050607_guppi_57580_27445_Hip104092_0027.gpuspec.0000.h5,[107.764969],Hits in off,HIP104092_47.png
48,48,48,48,HIP104139,0.009566,1,1527.5873800000006,0.0005,[0.009566],[1527.58738],spliced_blc0001020304050607_guppi_57580_29584_Hip104139_0033.gpuspec.0000.h5,[17.019642],Hits in off,HIP104139_48.png
49,49,49,49,HIP104139,0.009566,1,1533.2637949999994,0.0005,[0.009566],[1533.263795],spliced_blc0001020304050607_guppi_57580_29584_Hip104139_0033.gpuspec.0000.h5,[10.131649],Hits in off,HIP104139_49.png
50,50,50,50,HIP103039,0.009566,1,1530.22029,0.0005,[0.009566],[1530.22029],spliced_blc0001020304050607_guppi_57580_23329_Hip103039_0015.gpuspec.0000.h5,[21.072295],Hits in off,HIP103039_50.png
51,51,51,51,HIP31703,0.009566,1,1529.724489,0.0005,[-0.009566],[1529.724489],spliced_blc0001020304050607_guppi_57579_57654_Hip31703_0051.gpuspec.0000.h5,[21.852121],Hits in off,HIP31703_51.png
52,52,52,52,HIP101027,0.009566,1,1551.09595,0.0005,[0.009566],[1551.09595],spliced_blc0001020304050607_guppi_57574_24973_HIP101027_0009.gpuspec.0000.h5,[49.741992],Hits in off,HIP101027_52.png
53,53,53,53,GJ768,0.009566,1,1552.980825,0.0005,[0.009566],[1552.980825],spliced_blc0001020304050607_guppi_57580_19142_Gj768_0003.gpuspec.0000.h5,[13.676983],Hits in off,GJ768_53.png
54,54,54,54,HIP35821,0.009566,1,1537.686344,0.0005,[-0.009566],[1537.686344],spliced_blc0001020304050607_guppi_57571_72866_HIP35821_0027.gpuspec.0000.h5,[127.956871],Hits in off,HIP35821_54.png
55,55,55,55,HIP35821,0.009566,1,1547.425409,0.0005,[-0.009566],[1547.425409],spliced_blc0001020304050607_guppi_57571_72866_HIP35821_0027.gpuspec.0000.h5,[49.686697],Hits in off,HIP35821_55.png
56,56,56,56,HIP46769,0.0,1,1529.4763480000001,0.0005,[-0.],[1529.476348],spliced_blc0001020304050607_guppi_57571_79274_HIP46769_0045.gpuspec.0000.h5,[31.011872],None,HIP46769_56.png
57,57,57,57,GJ54.1,0.019133,1,1537.311561,0.0005,[-0.019133],[1537.311561],spliced_blc0001020304050607_guppi_57573_44405_GJ54.1_0003.gpuspec.0000.h5,[14.653641],Plotting issue,GJ54.1_57.png
58,58,58,58,GJ54.1,0.0,1,1552.987671,0.0005,[-0.],[1552.987671],spliced_blc0001020304050607_guppi_57579_40562_Gj54.1_0003.gpuspec.0000.h5,[11.607627],Plotting issue,GJ54.1_58.png
59,59,59,59,GJ54.1,0.0,1,1553.141051,0.0005,[-0.],[1553.141051],spliced_blc0001020304050607_guppi_57579_40562_Gj54.1_0003.gpuspec.0000.h5,[15.887571],Plotting issue,GJ54.1_59.png
60,60,60,60,GJ65A,0.0,1,1553.1264800000001,0.0005,[-0.],[1553.12648],spliced_blc0001020304050607_guppi_57579_42625_Gj65a_0009.gpuspec.0000.h5,[12.838153],Hits in off,GJ65A_60.png
61,61,61,61,HIP101027,0.009566,1,1550.061417,0.0005,[0.009566],[1550.061417],spliced_blc0001020304050607_guppi_57574_24973_HIP101027_0009.gpuspec.0000.h5,[17.601546],Hits in off,HIP101027_61.png
62,62,62,62,HIP2,0.019133,1,1559.730473,0.0005,[0.019133],[1559.730473],spliced_blc0001020304050607_guppi_57579_46690_Hip2_0021.gpuspec.0000.h5,[11.877504],Hits in off,HIP2_62.png
63,63,63,63,HIP28368,0.009566,1,1552.1467619999999,0.0005,[-0.009566],[1552.146762],spliced_blc0001020304050607_guppi_57579_55590_Hip28368_0045.gpuspec.0000.h5,[22.3842],Hits in off,HIP28368_63.png
64,64,64,64,GJ768,0.009566,1,1529.455561,0.0005,[0.009566],[1529.455561],spliced_blc0001020304050607_guppi_57574_22825_GJ768_0003.gpuspec.0000.h5,[10.617524],Hits in off,GJ768_64.png
65,65,65,65,GJ768,0.009566,1,1548.835318,0.0005,[0.009566],[1548.835318],spliced_blc0001020304050607_guppi_57574_22825_GJ768_0003.gpuspec.0000.h5,[234.578608],Hits in off,GJ768_65.png
66,66,66,66,GJ768,0.009566,1,1552.9808449999994,0.0005,[0.009566],[1552.980845],spliced_blc0001020304050607_guppi_57574_22825_GJ768_0003.gpuspec.0000.h5,[10.295035],Hits in off,GJ768_66.png
67,67,67,67,GJ768,0.009566,1,1553.14102,0.0005,[0.009566],[1553.14102],spliced_blc0001020304050607_guppi_57574_22825_GJ768_0003.gpuspec.0000.h5,[15.751611],Hits in off,GJ768_67.png
68,68,68,68,GJ768,0.009566,1,1522.188954,0.0005,[0.009566],[1522.188954],spliced_blc0001020304050607_guppi_57580_19142_Gj768_0003.gpuspec.0000.h5,[24.932896],Hits in off,GJ768_68.png
69,69,69,69,GJ768,0.009566,1,1542.541961,0.0005,[0.009566],[1542.541961],spliced_blc0001020304050607_guppi_57580_19142_Gj768_0003.gpuspec.0000.h5,[38.899943],Hits in off,GJ768_69.png
70,70,70,70,HIP28368,0.009566,1,1554.4920240000001,0.0005,[-0.009566],[1554.492024],spliced_blc0001020304050607_guppi_57573_56817_HIP28368_0039.gpuspec.0000.h5,[157.731991],Hits in off,HIP28368_70.png
71,71,71,71,HIP109388,0.0,1,1542.9007119999999,0.0005,[-0.],[1542.900712],spliced_blc0001020304050607_guppi_57574_37371_HIP109388_0045.gpuspec.0000.h5,[16.311657],Plotting issue,HIP109388_71.png
72,72,72,72,HIP31703,0.009566,1,1527.443128,0.0005,[-0.009566],[1527.443128],spliced_blc0001020304050607_guppi_57579_57654_Hip31703_0051.gpuspec.0000.h5,[22.82093],Hits in off,HIP31703_72.png
73,73,73,73,HIP31703,0.009566,1,1532.066102,0.0005,[-0.009566],[1532.066102],spliced_blc0001020304050607_guppi_57571_64657_HIP31703_0003.gpuspec.0000.h5,[107.430149],Hits in off,HIP31703_73.png
74,74,74,74,HIP102531,0.0,1,1527.453908,0.0005,[-0.],[1527.453908],spliced_blc0001020304050607_guppi_57545_32326_HIP102531_0038.gpuspec.0000.h5,[69.849064],Hits in off,HIP102531_74.png
75,75,75,75,HIP102531,0.039412,1,1537.4190640000006,0.0005,[-0.039412],[1537.419064],spliced_blc0001020304050607_guppi_57545_32326_HIP102531_0038.gpuspec.0000.h5,[13.139685],Hits in off,HIP102531_75.png
76,76,76,76,HIP102531,0.009853,1,1546.97179,0.0005,[0.009853],[1546.97179],spliced_blc0001020304050607_guppi_57545_32326_HIP102531_0038.gpuspec.0000.h5,[14.61921],Hits in off,HIP102531_76.png
77,77,77,77,HIP102531,0.009853,1,1557.479468,0.0005,[0.009853],[1557.479468],spliced_blc0001020304050607_guppi_57545_32326_HIP102531_0038.gpuspec.0000.h5,[19.838287],Hits in off,HIP102531_77.png
78,78,78,78,HIP102532,0.009853,1,1527.461445,0.0005,[0.009853],[1527.461445],spliced_blc0001020304050607_guppi_57545_34407_HIP102532_0044.gpuspec.0000.h5,[127.793386],Hits in off,HIP102532_78.png
79,79,79,79,HIP102532,0.009853,1,1529.701269,0.0005,[0.009853],[1529.701269],spliced_blc0001020304050607_guppi_57545_34407_HIP102532_0044.gpuspec.0000.h5,[35.191627],Hits in off,HIP102532_79.png
80,80,80,80,HIP102766,0.009853,1,1537.067654,0.0005,[0.009853],[1537.067654],spliced_blc0001020304050607_guppi_57545_36529_HIP102766_0050.gpuspec.0000.h5,[165.35447],Hits in off,HIP102766_80.png
81,81,81,81,HIP102766,0.009853,1,1549.224322,0.0005,[0.009853],[1549.224322],spliced_blc0001020304050607_guppi_57545_36529_HIP102766_0050.gpuspec.0000.h5,[23.862574],Hits in off,HIP102766_81.png
82,82,82,82,HIP59496,0.0,1,1529.529477,0.0005,[-0.],[1529.529477],spliced_blc0001020304050607_guppi_57548_83898_HIP59496_0002.gpuspec.0000.h5,[12.041297],Hits in off,HIP59496_82.png
83,83,83,83,HIP59496,0.0,1,1535.247151,0.0005,[-0.],[1535.247151],spliced_blc0001020304050607_guppi_57548_83898_HIP59496_0002.gpuspec.0000.h5,[76.920808],Hits in off,HIP59496_83.png
84,84,84,84,HIP59514,0.009853,1,1681.4912539999998,0.0005,[0.009853],[1681.491254],spliced_blc0001020304050607_guppi_57549_01662_HIP59514_0003.gpuspec.0000.h5,[19.742772],Hits in off,HIP59514_84.png
85,85,85,85,HIP61053,0.0,1,1529.623979,0.0005,[-0.],[1529.623979],spliced_blc0001020304050607_guppi_57549_08045_HIP61053_0021.gpuspec.0000.h5,[13.872383],Hits in off,HIP61053_85.png
86,86,86,86,HIP73470,0.0,1,1546.662411,0.0005,[-0.],[1546.662411],spliced_blc0001020304050607_guppi_57549_12372_HIP73470_0033.gpuspec.0000.h5,[43.97427],Hits in off,HIP73470_86.png
87,87,87,87,HIP73695,0.009853,1,1551.020415,0.0005,[0.009853],[1551.020415],spliced_blc0001020304050607_guppi_57549_14476_HIP73695_0039.gpuspec.0000.h5,[14.599091],Hits in off,HIP73695_87.png
88,88,88,88,HIP32439,0.009853,1,1527.607102,0.0005,[-0.009853],[1527.607102],spliced_blc0001020304050607_guppi_57549_64526_HIP32439_0011.gpuspec.0000.h5,[11.192665],Hits in off,HIP32439_88.png
89,89,89,89,HIP91217,0.009853,1,1529.7530140000001,0.0005,[0.009853],[1529.753014],spliced_blc0001020304050607_guppi_57545_30156_HIP91217_0032.gpuspec.0000.h5,[16.9781],Hits in off,HIP91217_89.png
90,90,90,90,HIP91217,0.009853,1,1529.744808,0.0005,[0.009853],[1529.744808],spliced_blc0001020304050607_guppi_57545_30156_HIP91217_0032.gpuspec.0000.h5,[19.709151],Hits in off,HIP91217_90.png
91,91,91,91,GJ702A,0.009853,1,1527.752929,0.0005,[0.009853],[1527.752929],spliced_blc0001020304050607_guppi_57545_19677_GJ702A_0002.gpuspec.0000.h5,[11.902385],Hits in off,GJ702A_91.png
92,92,92,92,GJ702A,0.009853,1,1530.645092,0.0005,[0.009853],[1530.645092],spliced_blc0001020304050607_guppi_57545_19677_GJ702A_0002.gpuspec.0000.h5,[12.848166],Hits in off,GJ702A_92.png
93,93,93,93,GJ702A,0.009853,1,1547.668555,0.0005,[0.009853],[1547.668555],spliced_blc0001020304050607_guppi_57545_19677_GJ702A_0002.gpuspec.0000.h5,[13.973623],Hits in off,GJ702A_93.png
94,94,94,94,GJ702A,0.009853,1,1554.329536,0.0005,[0.009853],[1554.329536],spliced_blc0001020304050607_guppi_57545_19677_GJ702A_0002.gpuspec.0000.h5,[162.812768],Hits in off,GJ702A_94.png
95,95,95,95,GJ702A,0.009853,1,1557.1473740000001,0.0005,[0.009853],[1557.147374],spliced_blc0001020304050607_guppi_57545_19677_GJ702A_0002.gpuspec.0000.h5,[43.003249],Hits in off,GJ702A_95.png
96,96,96,96,GJ702A,0.009853,1,1557.259223,0.0005,[0.009853],[1557.259223],spliced_blc0001020304050607_guppi_57545_19677_GJ702A_0002.gpuspec.0000.h5,[136.571508],Hits in off,GJ702A_96.png
97,97,97,97,GJ702A,0.009853,1,1681.708603,0.0005,[-0.009853],[1681.708603],spliced_blc0001020304050607_guppi_57545_19677_GJ702A_0002.gpuspec.0000.h5,[11.569092],Interesting but not ET,GJ702A_97.png
98,98,98,98,HIP32439,0.009853,1,1546.677972,0.0005,[-0.009853],[1546.677972],spliced_blc0001020304050607_guppi_57549_64526_HIP32439_0011.gpuspec.0000.h5,[13.752247],Hits in off,HIP32439_98.png
99,99,99,99,GJ702B,0.009853,1,1530.9294730000001,0.0005,[0.009853],[1530.929473],spliced_blc0001020304050607_guppi_57545_21724_GJ702B_0008.gpuspec.0000.h5,[147.142897],Hits in off,GJ702B_99.png
100,100,100,100,HIP86623,0.009853,1,1547.481233,0.0005,[0.009853],[1547.481233],spliced_blc0001020304050607_guppi_57545_23802_HIP86623_0014.gpuspec.0000.h5,[22.013391],Hits in off,HIP86623_100.png
101,101,101,101,HIP86623,0.009853,1,1556.206211,0.0005,[0.009853],[1556.206211],spliced_blc0001020304050607_guppi_57545_23802_HIP86623_0014.gpuspec.0000.h5,[29.014867],Hits in off,HIP86623_101.png
102,102,102,102,HIP86722,0.019706,1,1548.6606359999994,0.0005,[0.019706],[1548.660636],spliced_blc0001020304050607_guppi_57545_25899_HIP86722_0020.gpuspec.0000.h5,[33.779315],Hits in off,HIP86722_102.png
103,103,103,103,HIP88745,0.009853,1,1530.356304,0.0005,[0.009853],[1530.356304],spliced_blc0001020304050607_guppi_57545_27995_HIP88745_0026.gpuspec.0000.h5,[94.933679],Hits in off,HIP88745_103.png
104,104,104,104,HIP88745,0.009853,1,1546.767636,0.0005,[0.009853],[1546.767636],spliced_blc0001020304050607_guppi_57545_27995_HIP88745_0026.gpuspec.0000.h5,[269.871909],Hits in off,HIP88745_104.png
105,105,105,105,HIP91217,0.009853,1,1527.963417,0.0005,[0.009853],[1527.963417],spliced_blc0001020304050607_guppi_57545_30156_HIP91217_0032.gpuspec.0000.h5,[49.078731],Hits in off,HIP91217_105.png
106,106,106,106,HIP91217,0.009853,1,1529.4815230000006,0.0005,[0.009853],[1529.481523],spliced_blc0001020304050607_guppi_57545_30156_HIP91217_0032.gpuspec.0000.h5,[18.184577],Hits in off,HIP91217_106.png
107,107,107,107,GJ702B,0.009853,1,1681.396661,0.0005,[-0.009853],[1681.396661],spliced_blc0001020304050607_guppi_57545_21724_GJ702B_0008.gpuspec.0000.h5,[34.369862],Hits in off,GJ702B_107.png
108,108,108,108,HIP32439,0.009853,1,1556.492092,0.0005,[-0.009853],[1556.492092],spliced_blc0001020304050607_guppi_57549_64526_HIP32439_0011.gpuspec.0000.h5,[13.478031],Hits in off,HIP32439_108.png
109,109,109,109,HIP32480,0.009853,1,1527.413806,0.0005,[-0.009853],[1527.413806],spliced_blc0001020304050607_guppi_57549_66638_HIP32480_0017.gpuspec.0000.h5,[20.975132],Hits in off,HIP32480_109.png
110,110,110,110,HIP33142,0.009853,1,1527.496214,0.0005,[-0.009853],[1527.496214],spliced_blc0001020304050607_guppi_57549_68866_HIP33142_0023.gpuspec.0000.h5,[28.04058],Hits in off,HIP33142_110.png
111,111,111,111,HIP194,0.019706,1,1559.502356,0.0005,[0.019706],[1559.502356],spliced_blc0001020304050607_guppi_57550_52558_HIP194_0033.gpuspec.0000.h5,[64.677651],Interesting but not ET,HIP194_111.png
112,112,112,112,HIP91608,0.078824,1,1419.9975980000006,0.0005,[0.078824],[1419.997598],spliced_blc0001020304050607_guppi_57552_21318_HIP91608_0009.gpuspec.0000.h5,[14.835269],Hits in off,HIP91608_112.png
113,113,113,113,HIP91971,0.009853,1,1529.6459029999999,0.0005,[0.009853],[1529.645903],spliced_blc0001020304050607_guppi_57552_25759_HIP91971_0021.gpuspec.0000.h5,[26.73153],Hits in off,HIP91971_113.png
114,114,114,114,HIP91973,0.009853,1,1529.5856310000001,0.0005,[0.009853],[1529.585631],spliced_blc0001020304050607_guppi_57552_27953_HIP91973_0027.gpuspec.0000.h5,[17.960732],Hits in off,HIP91973_114.png
115,115,115,115,HIP92043,0.009853,1,1535.224197,0.0005,[0.009853],[1535.224197],spliced_blc0001020304050607_guppi_57552_30154_HIP92043_0033.gpuspec.0000.h5,[31.960558],Hits in off,HIP92043_115.png
116,116,116,116,HIP92043,0.009853,1,1535.3753980000001,0.0005,[0.009853],[1535.375398],spliced_blc0001020304050607_guppi_57552_30154_HIP92043_0033.gpuspec.0000.h5,[32.348246],Hits in off,HIP92043_116.png
117,117,117,117,HIP92043,0.009566,1,1531.4437300000006,0.0005,[0.009566],[1531.44373],spliced_blc0001020304050607_guppi_58064_79063_HIP92043_0049.gpuspec.0000.h5,[36.662422],Hits in off,HIP92043_117.png
118,118,118,118,HIP194,0.009853,1,1557.555391,0.0005,[-0.009853],[1557.555391],spliced_blc0001020304050607_guppi_57550_52558_HIP194_0033.gpuspec.0000.h5,[35.163738],Hits in off,HIP194_118.png
119,119,119,119,HIP92043,0.019133,1,1558.865194,0.0005,[0.019133],[1558.865194],spliced_blc0001020304050607_guppi_58064_79063_HIP92043_0049.gpuspec.0000.h5,[90.84122],Hits in off,HIP92043_119.png
120,120,120,120,HIP103256,0.009853,1,1536.059919,0.0005,[0.009853],[1536.059919],spliced_blc0001020304050607_guppi_57552_32356_HIP103256_0039.gpuspec.0000.h5,[162.98448],Hits in off,HIP103256_120.png
121,121,121,121,HIP103256,0.0,1,1556.096491,0.0005,[-0.],[1556.096491],spliced_blc0001020304050607_guppi_57552_32356_HIP103256_0039.gpuspec.0000.h5,[46.120117],Hits in off,HIP103256_121.png
122,122,122,122,HIP103388,0.029559,1,1439.06768,0.0005,[-0.029559],[1439.06768],spliced_blc0001020304050607_guppi_57552_34521_HIP103388_0045.gpuspec.0000.h5,[15.84466],Hits in off,HIP103388_122.png
123,123,123,123,HIP103388,0.009853,1,1529.496849,0.0005,[0.009853],[1529.496849],spliced_blc0001020304050607_guppi_57552_34521_HIP103388_0045.gpuspec.0000.h5,[33.885288],Hits in off,HIP103388_123.png
